Component_ID,Lot_ID,Component_Type,Temperature_C,Iddq_0h_uA,Iddq_24h_uA,Iddq_96h_uA,Iddq_168h_uA,Leakage_0h_uA,Leakage_24h_uA,Leakage_96h_uA,Leakage_168h_uA,Delay_0h_ns,Delay_24h_ns,Delay_96h_ns,Delay_168h_ns,Iddq_Max_Limit_uA,Leakage_Max_Limit_uA,Delay_Max_Limit_ns
IC00444,LOT04,SRAM,127.17,9.75,9.834,9.894,10.133,5.113,5.24,5.337,5.669,9.567,9.567,9.592,9.697,50.0,50.0,30.0
IC01490,LOT10,SRAM,123.34,10.565,10.963,11.137,11.473,4.816,4.999,5.096,5.264,10.262,10.22,10.31,10.504,50.0,50.0,30.0
IC00495,LOT15,CMOS_LOGIC,123.77,9.769,10.175,10.435,10.731,4.556,4.778,4.981,5.188,9.493,9.503,9.634,9.718,50.0,50.0,30.0
IC00017,LOT17,CMOS_LOGIC,125.3,9.76,9.995,10.338,10.632,4.366,4.547,4.72,5.005,9.843,9.96,10.01,10.105,50.0,50.0,30.0
IC01697,LOT17,MICROCONTROLLER,124.78,10.303,10.519,10.832,10.998,5.249,5.369,5.422,5.564,10.006,10.071,10.17,10.293,50.0,50.0,30.0
IC00731,LOT11,MIXED_SIGNAL_IC,123.36,9.431,9.709,10.022,10.428,4.822,4.894,5.116,5.334,9.091,9.145,9.211,9.274,50.0,50.0,30.0
IC00704,LOT04,MIXED_SIGNAL_IC,123.44,10.347,10.818,11.424,57.515,5.566,5.68,5.939,74.739,10.308,10.449,10.654,46.893,50.0,50.0,30.0
IC01603,LOT03,MIXED_SIGNAL_IC,122.55,9.747,10.188,10.177,10.457,5.613,5.728,5.959,6.274,9.798,9.926,9.984,10.047,50.0,50.0,30.0
IC01183,LOT03,SRAM,124.27,10.243,10.774,11.563,50.241,4.975,5.266,5.634,65.773,10.925,11.057,11.152,46.958,50.0,50.0,30.0
IC00216,LOT16,MIXED_SIGNAL_IC,124.42,9.279,9.523,9.724,10.163,4.866,4.904,5.077,5.342,9.869,9.937,9.997,10.099,50.0,50.0,30.0
IC00796,LOT16,SRAM,122.92,9.886,9.956,10.309,10.65,4.747,5.007,5.287,5.289,9.284,9.391,9.519,9.583,50.0,50.0,30.0
IC01612,LOT12,MIXED_SIGNAL_IC,126.3,10.752,11.315,11.753,12.158,5.423,5.608,5.773,6.047,11.271,11.285,11.38,11.502,50.0,50.0,30.0
IC01243,LOT03,CMOS_LOGIC,127.84,10.649,10.68,10.874,11.07,4.844,4.992,5.364,5.677,10.2,10.311,10.424,10.519,50.0,50.0,30.0
IC01022,LOT02,CMOS_LOGIC,124.85,11.244,11.646,11.878,12.288,4.965,5.085,5.22,5.607,11.181,11.21,11.317,11.472,50.0,50.0,30.0
IC00004,LOT04,MIXED_SIGNAL_IC,127.06,10.671,10.79,11.172,11.45,5.068,5.193,5.476,5.654,10.018,10.102,10.193,10.242,50.0,50.0,30.0
IC01529,LOT09,MICROCONTROLLER,129.31,10.017,10.218,10.42,10.676,5.25,5.403,5.683,5.869,10.183,10.24,10.352,10.418,50.0,50.0,30.0
IC01428,LOT08,MIXED_SIGNAL_IC,128.43,9.949,10.214,10.586,10.937,5.472,5.524,5.852,6.026,11.014,11.141,11.215,11.298,50.0,50.0,30.0
IC01706,LOT06,MIXED_SIGNAL_IC,121.81,9.706,10.108,10.302,10.758,4.533,4.681,4.787,4.905,9.563,9.661,9.726,9.766,50.0,50.0,30.0
IC01254,LOT14,MIXED_SIGNAL_IC,127.73,9.254,11.509,16.97,25.766,4.759,6.885,12.373,18.392,9.642,10.735,12.441,16.423,50.0,50.0,30.0
IC01955,LOT15,SRAM,125.51,8.851,9.128,9.439,9.715,4.841,5.076,5.309,5.589,9.541,9.564,9.569,9.709,50.0,50.0,30.0
IC01524,LOT04,MICROCONTROLLER,125.97,10.136,10.412,10.708,10.976,5.418,5.617,5.956,6.381,10.162,10.215,10.309,10.488,50.0,50.0,30.0
IC00905,LOT05,MICROCONTROLLER,126.66,9.282,9.526,10.069,10.456,5.179,5.27,5.483,5.635,9.255,9.315,9.363,9.556,50.0,50.0,30.0
IC00387,LOT07,MIXED_SIGNAL_IC,126.61,8.814,9.143,9.309,9.534,4.535,4.626,4.906,5.089,9.419,9.45,9.511,9.53,50.0,50.0,30.0
IC01210,LOT10,CMOS_LOGIC,125.26,10.852,11.142,11.605,12.01,5.516,5.7,6.037,6.327,10.29,10.26,10.374,10.394,50.0,50.0,30.0
IC00640,LOT20,MIXED_SIGNAL_IC,124.27,9.714,10.074,10.486,10.535,4.062,4.173,4.382,4.678,9.905,9.897,9.994,10.066,50.0,50.0,30.0
IC00853,LOT13,CMOS_LOGIC,125.09,11.071,11.327,11.774,12.055,5.033,5.24,5.418,5.541,10.238,10.241,10.32,10.426,50.0,50.0,30.0
IC00520,LOT20,MIXED_SIGNAL_IC,126.44,10.518,13.47,22.202,30.582,5.372,7.124,12.528,21.488,9.31,10.218,13.054,17.409,50.0,50.0,30.0
IC00623,LOT03,MICROCONTROLLER,125.48,9.691,10.05,10.259,10.469,5.295,5.305,5.51,5.851,10.685,10.739,10.816,10.923,50.0,50.0,30.0
IC01278,LOT18,CMOS_LOGIC,127.55,11.189,11.41,11.631,11.841,5.289,5.413,5.529,5.77,10.335,10.325,10.397,10.434,50.0,50.0,30.0
IC01879,LOT19,SRAM,126.62,10.245,13.332,18.896,28.245,4.69,6.171,12.271,21.105,10.226,11.306,12.6,16.047,50.0,50.0,30.0
IC00015,LOT15,MIXED_SIGNAL_IC,126.27,9.075,9.481,9.677,10.028,4.566,4.672,4.746,5.033,9.196,9.184,9.244,9.307,50.0,50.0,30.0
IC00353,LOT13,SRAM,128.88,9.416,9.802,10.018,10.338,5.592,5.769,5.929,6.338,10.663,10.736,10.868,11.022,50.0,50.0,30.0
IC01800,LOT20,MICROCONTROLLER,125.64,9.548,9.774,9.998,10.396,4.727,4.982,5.22,5.48,9.917,9.947,9.986,10.142,50.0,50.0,30.0
IC00392,LOT12,CMOS_LOGIC,127.18,10.481,10.827,11.176,11.487,5.682,5.797,5.96,6.241,10.624,10.691,10.759,10.728,50.0,50.0,30.0
IC00713,LOT13,MIXED_SIGNAL_IC,125.37,10.637,13.44,21.315,33.695,4.838,6.491,11.365,21.024,10.56,11.135,13.888,16.286,50.0,50.0,30.0
IC00120,LOT20,SRAM,127.17,10.458,10.941,11.311,11.559,4.796,4.971,5.169,5.347,10.165,10.228,10.261,10.42,50.0,50.0,30.0
IC01050,LOT10,SRAM,125.83,10.473,10.826,10.86,11.119,5.411,5.699,5.925,6.205,10.727,10.791,10.888,10.868,50.0,50.0,30.0
IC00087,LOT07,MICROCONTROLLER,126.01,9.179,9.351,9.513,9.88,4.359,4.438,4.689,4.831,9.377,9.454,9.472,9.541,50.0,50.0,30.0
IC00609,LOT09,CMOS_LOGIC,123.25,10.476,10.775,11.032,11.293,4.834,5.017,5.291,5.587,10.203,10.245,10.276,10.277,50.0,50.0,30.0
IC01052,LOT12,MICROCONTROLLER,123.89,11.04,11.283,12.016,54.326,4.705,4.893,5.246,73.676,10.746,10.846,11.128,37.646,50.0,50.0,30.0
IC01561,LOT01,SRAM,127.09,9.812,9.941,10.188,10.317,5.275,5.4,5.448,5.589,9.588,9.687,9.783,9.973,50.0,50.0,30.0
IC00419,LOT19,MIXED_SIGNAL_IC,123.87,9.398,9.568,9.839,10.001,5.439,5.692,5.906,6.078,10.03,10.107,10.176,10.212,50.0,50.0,30.0
IC01704,LOT04,CMOS_LOGIC,125.73,10.37,10.667,10.996,11.519,4.84,5.009,5.279,5.4,9.854,9.984,10.088,10.186,50.0,50.0,30.0
IC01238,LOT18,CMOS_LOGIC,127.75,10.289,10.758,11.0,11.232,4.945,5.078,5.464,5.864,10.699,10.754,10.81,10.916,50.0,50.0,30.0
IC01331,LOT11,MICROCONTROLLER,122.83,9.86,10.145,10.314,10.658,4.366,4.566,4.777,4.998,9.409,9.512,9.647,9.712,50.0,50.0,30.0
IC01434,LOT14,MICROCONTROLLER,125.64,9.239,9.591,9.944,10.167,4.752,4.972,5.266,5.556,10.284,10.33,10.433,10.452,50.0,50.0,30.0
IC00478,LOT18,CMOS_LOGIC,124.45,10.236,10.449,10.589,10.738,5.225,5.362,5.589,5.895,9.068,9.128,9.181,9.3,50.0,50.0,30.0
IC00545,LOT05,CMOS_LOGIC,126.22,9.699,10.061,10.733,68.365,4.953,5.102,5.529,69.792,9.664,9.786,10.032,36.402,50.0,50.0,30.0
IC01027,LOT07,CMOS_LOGIC,126.35,9.079,9.28,9.731,65.543,4.625,4.76,5.181,51.612,9.308,9.395,9.484,49.343,50.0,50.0,30.0
IC00792,LOT12,CMOS_LOGIC,121.02,10.551,13.642,19.362,29.099,5.334,7.731,11.242,19.404,10.36,11.275,12.692,15.507,50.0,50.0,30.0
IC00895,LOT15,SRAM,122.68,9.389,9.632,9.877,10.29,4.383,4.426,4.56,4.8,9.624,9.733,9.872,10.036,50.0,50.0,30.0
IC00278,LOT18,MIXED_SIGNAL_IC,128.52,10.071,10.271,10.504,10.898,4.665,4.833,5.026,5.23,10.446,10.38,10.488,10.575,50.0,50.0,30.0
IC01441,LOT01,CMOS_LOGIC,123.37,10.04,10.153,10.486,10.699,4.849,5.036,5.189,5.496,9.899,9.947,9.99,10.068,50.0,50.0,30.0
IC01357,LOT17,MIXED_SIGNAL_IC,123.7,9.426,10.102,10.315,10.595,4.942,5.158,5.355,5.625,9.73,9.71,9.785,9.85,50.0,50.0,30.0
IC00226,LOT06,MIXED_SIGNAL_IC,122.5,8.542,8.557,8.837,8.995,4.52,4.706,4.956,5.192,9.575,9.619,9.666,9.699,50.0,50.0,30.0
IC00956,LOT16,SRAM,126.05,9.932,10.008,10.229,10.604,4.953,5.161,5.273,5.582,9.251,9.347,9.451,9.572,50.0,50.0,30.0
IC00720,LOT20,CMOS_LOGIC,128.7,9.232,9.511,9.806,10.269,5.432,5.529,5.647,5.93,10.073,10.1,10.089,10.127,50.0,50.0,30.0
IC00963,LOT03,CMOS_LOGIC,124.84,10.169,10.299,10.483,10.777,4.998,5.012,5.206,5.593,10.604,10.671,10.725,10.801,50.0,50.0,30.0
IC01137,LOT17,MIXED_SIGNAL_IC,123.55,10.033,10.307,10.66,10.831,5.255,5.436,5.606,5.891,10.072,10.067,10.123,10.233,50.0,50.0,30.0
IC00288,LOT08,CMOS_LOGIC,123.03,10.596,10.834,10.894,11.187,5.56,5.677,5.995,6.393,10.424,10.425,10.46,10.546,50.0,50.0,30.0
IC00900,LOT20,CMOS_LOGIC,125.8,9.803,10.107,10.271,10.514,4.812,4.955,5.081,5.202,9.181,9.243,9.324,9.424,50.0,50.0,30.0
IC00576,LOT16,SRAM,128.86,9.498,9.63,9.87,10.44,5.299,5.436,5.624,5.758,9.116,9.204,9.322,9.462,50.0,50.0,30.0
IC01416,LOT16,MICROCONTROLLER,128.53,9.52,9.533,9.739,10.28,5.17,5.338,5.479,5.835,9.567,9.651,9.737,9.866,50.0,50.0,30.0
IC00689,LOT09,CMOS_LOGIC,124.56,10.011,10.04,10.089,10.362,4.892,5.018,5.287,5.486,9.915,9.944,10.005,10.095,50.0,50.0,30.0
IC01580,LOT20,MICROCONTROLLER,125.31,10.375,10.509,10.864,11.026,4.691,4.877,5.056,5.324,9.59,9.621,9.709,9.831,50.0,50.0,30.0
IC00080,LOT20,MICROCONTROLLER,123.97,10.105,10.268,10.714,10.876,5.099,5.267,5.414,5.659,9.841,9.904,9.997,10.118,50.0,50.0,30.0
IC00437,LOT17,MICROCONTROLLER,124.76,8.994,9.418,9.881,10.196,4.564,4.643,4.862,5.046,9.737,9.803,9.845,9.84,50.0,50.0,30.0
IC01733,LOT13,SRAM,124.93,10.779,10.92,11.038,11.47,5.272,5.405,5.542,5.859,10.975,11.052,11.052,11.186,50.0,50.0,30.0
IC00008,LOT08,SRAM,121.16,10.411,10.632,10.882,11.24,5.238,5.373,5.533,5.749,10.266,10.329,10.409,10.547,50.0,50.0,30.0
IC00357,LOT17,CMOS_LOGIC,125.14,9.667,9.775,10.201,10.444,4.905,5.072,5.322,5.596,9.509,9.531,9.657,9.783,50.0,50.0,30.0
IC01130,LOT10,MICROCONTROLLER,122.08,10.27,10.692,11.045,11.27,4.935,5.18,5.457,5.857,11.813,11.936,11.957,12.002,50.0,50.0,30.0
IC01157,LOT17,MICROCONTROLLER,124.51,9.711,9.91,10.356,10.849,4.437,4.591,4.824,5.025,8.894,8.943,8.992,9.053,50.0,50.0,30.0
IC00803,LOT03,SRAM,128.07,10.543,10.932,11.222,11.482,5.491,5.601,5.654,5.898,10.157,10.193,10.299,10.426,50.0,50.0,30.0
IC00043,LOT03,MIXED_SIGNAL_IC,127.29,10.46,10.95,11.316,11.703,5.509,5.638,5.808,6.054,10.642,10.765,10.829,10.942,50.0,50.0,30.0
IC00072,LOT12,CMOS_LOGIC,126.4,11.003,11.317,11.681,11.957,5.249,5.478,5.706,6.131,11.224,11.259,11.347,11.396,50.0,50.0,30.0
IC00816,LOT16,MIXED_SIGNAL_IC,125.28,9.676,9.899,10.145,10.384,4.811,4.943,5.202,5.467,9.516,9.59,9.661,9.744,50.0,50.0,30.0
IC01571,LOT11,SRAM,122.05,9.251,9.655,9.954,10.477,4.692,4.854,5.058,5.287,9.301,9.355,9.446,9.552,50.0,50.0,30.0
IC00079,LOT19,CMOS_LOGIC,121.91,9.99,10.202,10.513,10.885,4.989,5.09,5.258,5.461,9.055,9.101,9.18,9.313,50.0,50.0,30.0
IC01725,LOT05,MIXED_SIGNAL_IC,125.84,9.515,9.911,10.239,10.743,4.513,4.728,4.904,5.145,9.213,9.284,9.303,9.431,50.0,50.0,30.0
IC01960,LOT20,SRAM,125.35,10.112,10.434,10.746,11.088,4.636,4.817,5.095,5.267,8.979,9.013,9.042,9.164,50.0,50.0,30.0
IC01397,LOT17,MIXED_SIGNAL_IC,126.34,10.304,10.325,10.454,10.915,4.83,4.949,5.222,5.379,9.185,9.208,9.268,9.379,50.0,50.0,30.0
IC00518,LOT18,CMOS_LOGIC,126.02,10.225,10.509,10.809,67.108,5.113,5.238,5.453,55.796,9.889,9.957,10.181,35.087,50.0,50.0,30.0
IC00646,LOT06,CMOS_LOGIC,127.69,9.273,9.578,9.912,10.159,4.528,4.743,4.963,5.159,9.846,9.895,9.966,10.09,50.0,50.0,30.0
IC00637,LOT17,CMOS_LOGIC,123.12,9.09,9.442,9.824,9.953,4.618,4.773,5.045,5.358,9.166,9.247,9.279,9.418,50.0,50.0,30.0
IC01409,LOT09,MICROCONTROLLER,121.72,9.88,10.068,10.42,10.735,4.726,4.817,5.069,5.281,10.435,10.491,10.562,10.527,50.0,50.0,30.0
IC00635,LOT15,SRAM,121.69,9.784,10.091,10.092,10.134,4.792,5.061,5.296,5.546,9.21,9.245,9.254,9.404,50.0,50.0,30.0
IC00462,LOT02,CMOS_LOGIC,125.23,11.167,11.342,11.53,11.68,5.278,5.496,5.614,5.913,10.117,10.1,10.206,10.299,50.0,50.0,30.0
IC01054,LOT14,CMOS_LOGIC,124.11,8.834,9.115,9.401,9.918,4.48,4.623,4.81,5.156,9.936,9.986,10.079,10.229,50.0,50.0,30.0
IC00149,LOT09,MIXED_SIGNAL_IC,125.44,9.572,9.919,10.245,10.683,4.878,5.063,5.31,5.547,10.685,10.749,10.806,10.889,50.0,50.0,30.0
IC00091,LOT11,MICROCONTROLLER,125.6,9.672,9.833,9.899,10.052,4.56,4.667,4.959,5.212,9.123,9.181,9.257,9.375,50.0,50.0,30.0
IC00309,LOT09,MIXED_SIGNAL_IC,124.55,10.61,10.75,10.902,11.099,5.347,5.488,5.612,5.901,9.794,9.87,9.899,9.968,50.0,50.0,30.0
IC00256,LOT16,SRAM,123.28,9.075,9.247,9.752,10.212,4.564,4.829,4.943,5.199,9.159,9.157,9.209,9.263,50.0,50.0,30.0
IC01096,LOT16,CMOS_LOGIC,124.22,9.085,9.425,9.572,9.877,4.642,4.713,4.852,4.97,9.75,9.817,9.886,9.978,50.0,50.0,30.0
IC00298,LOT18,MICROCONTROLLER,121.27,9.549,10.007,10.227,10.565,4.936,5.1,5.388,5.489,9.129,9.183,9.309,9.404,50.0,50.0,30.0
IC01575,LOT15,MICROCONTROLLER,125.85,9.804,10.051,10.37,10.604,4.806,4.994,5.18,5.469,9.786,9.825,9.894,9.983,50.0,50.0,30.0
IC00991,LOT11,MICROCONTROLLER,124.08,9.166,9.524,9.741,10.076,4.537,4.64,4.872,5.066,9.353,9.434,9.502,9.685,50.0,50.0,30.0
IC01075,LOT15,CMOS_LOGIC,124.04,9.906,10.245,10.665,10.907,4.435,4.631,4.823,4.898,9.414,9.466,9.543,9.664,50.0,50.0,30.0
IC01543,LOT03,CMOS_LOGIC,124.08,10.047,10.353,10.493,10.733,5.41,5.507,5.774,6.147,10.41,10.497,10.585,10.67,50.0,50.0,30.0
IC00568,LOT08,MICROCONTROLLER,125.06,11.213,11.668,11.88,12.252,5.604,5.7,5.91,6.185,10.123,10.113,10.218,10.385,50.0,50.0,30.0
IC01215,LOT15,MICROCONTROLLER,125.83,9.008,11.602,17.07,29.226,4.779,6.791,9.814,17.954,9.773,10.84,13.104,16.166,50.0,50.0,30.0
IC00139,LOT19,SRAM,125.04,10.184,10.474,10.493,11.113,4.933,5.141,5.487,5.644,10.461,10.502,10.609,10.736,50.0,50.0,30.0
IC01498,LOT18,MIXED_SIGNAL_IC,126.8,10.659,10.902,11.128,11.328,5.126,5.294,5.477,5.756,10.311,10.321,10.42,10.528,50.0,50.0,30.0
IC01419,LOT19,MIXED_SIGNAL_IC,122.54,9.614,9.872,9.918,10.289,4.6,4.779,5.013,5.36,9.386,9.475,9.519,9.652,50.0,50.0,30.0
IC01365,LOT05,MIXED_SIGNAL_IC,125.04,8.846,9.083,9.331,9.593,4.793,4.938,5.197,5.501,9.698,9.656,9.776,9.859,50.0,50.0,30.0
IC00291,LOT11,MIXED_SIGNAL_IC,125.39,9.055,9.375,9.508,9.92,4.719,4.921,5.089,5.503,8.803,8.842,8.858,8.919,50.0,50.0,30.0
IC01693,LOT13,SRAM,125.0,11.281,11.675,12.06,12.494,5.584,5.646,5.626,5.92,10.413,10.463,10.554,10.659,50.0,50.0,30.0
IC01631,LOT11,SRAM,127.5,9.623,12.791,18.33,28.932,4.826,5.93,9.578,19.143,8.858,9.442,11.684,14.493,50.0,50.0,30.0
IC00168,LOT08,MIXED_SIGNAL_IC,125.2,9.748,9.885,9.953,10.386,5.405,5.518,5.825,6.032,10.213,10.195,10.23,10.392,50.0,50.0,30.0
IC00190,LOT10,MIXED_SIGNAL_IC,121.87,9.957,10.396,10.727,10.992,5.119,5.241,5.486,5.679,9.762,9.817,9.944,10.003,50.0,50.0,30.0
IC01916,LOT16,CMOS_LOGIC,125.4,9.111,9.411,9.839,10.143,4.801,4.951,5.198,5.545,9.765,9.761,9.796,9.881,50.0,50.0,30.0
IC00236,LOT16,MICROCONTROLLER,122.59,8.947,9.152,9.354,9.544,4.984,5.154,5.475,5.781,9.778,9.869,9.982,10.082,50.0,50.0,30.0
IC01599,LOT19,SRAM,121.55,8.937,9.227,9.41,9.777,4.932,5.082,5.242,5.56,9.027,9.033,9.136,9.339,50.0,50.0,30.0
IC00374,LOT14,CMOS_LOGIC,125.15,9.183,9.203,9.384,9.725,4.926,5.052,5.073,5.429,9.556,9.613,9.71,9.787,50.0,50.0,30.0
IC00129,LOT09,MICROCONTROLLER,125.54,9.984,12.885,21.603,30.429,5.109,6.694,12.249,21.66,10.079,11.049,12.713,16.4,50.0,50.0,30.0
IC01257,LOT17,MICROCONTROLLER,120.44,9.625,9.979,10.152,10.473,4.691,4.788,4.837,5.137,9.426,9.574,9.676,9.774,50.0,50.0,30.0
IC01940,LOT20,MIXED_SIGNAL_IC,121.45,9.54,9.759,10.117,10.503,4.84,4.965,5.07,5.367,9.748,9.877,9.967,10.099,50.0,50.0,30.0
IC01367,LOT07,CMOS_LOGIC,123.44,9.662,10.008,10.291,10.611,4.155,4.272,4.528,4.639,9.563,9.529,9.601,9.708,50.0,50.0,30.0
IC01141,LOT01,MICROCONTROLLER,125.29,9.88,10.262,10.376,10.661,4.507,4.707,4.832,5.008,10.255,10.305,10.368,10.48,50.0,50.0,30.0
IC01148,LOT08,SRAM,122.27,10.154,10.345,10.599,11.196,5.672,5.748,5.985,6.209,10.74,10.818,10.948,11.029,50.0,50.0,30.0
IC00513,LOT13,SRAM,124.24,11.255,11.509,11.747,12.073,5.515,5.613,5.874,6.116,10.631,10.684,10.819,10.925,50.0,50.0,30.0
IC01123,LOT03,CMOS_LOGIC,125.58,9.608,9.858,10.418,53.373,5.296,5.579,5.953,72.53,9.883,9.977,10.165,37.318,50.0,50.0,30.0
IC01975,LOT15,CMOS_LOGIC,128.32,9.327,9.679,9.963,10.118,4.684,4.821,4.915,5.028,9.388,9.454,9.488,9.557,50.0,50.0,30.0
IC00174,LOT14,SRAM,126.08,9.736,9.931,10.386,10.65,4.927,5.173,5.443,5.726,9.347,9.415,9.439,9.549,50.0,50.0,30.0
IC01883,LOT03,MIXED_SIGNAL_IC,123.51,9.485,9.827,10.193,10.546,5.424,5.565,5.78,5.996,9.349,9.395,9.463,9.529,50.0,50.0,30.0
IC00811,LOT11,MIXED_SIGNAL_IC,127.69,9.437,9.726,9.876,10.187,4.46,4.637,4.913,5.077,9.112,9.169,9.247,9.254,50.0,50.0,30.0
IC01002,LOT02,MICROCONTROLLER,121.29,11.398,11.733,11.881,12.084,5.074,5.168,5.363,5.688,10.207,10.317,10.368,10.576,50.0,50.0,30.0
IC01497,LOT17,MIXED_SIGNAL_IC,122.41,9.537,9.977,10.06,10.301,5.025,5.293,5.509,5.72,9.343,9.367,9.413,9.535,50.0,50.0,30.0
IC01857,LOT17,CMOS_LOGIC,122.2,10.329,10.776,11.217,59.66,4.753,4.846,5.207,52.506,9.115,9.215,9.438,49.447,50.0,50.0,30.0
IC01480,LOT20,MIXED_SIGNAL_IC,126.76,9.194,9.588,9.782,10.214,4.914,4.992,5.171,5.446,9.748,9.721,9.781,9.916,50.0,50.0,30.0
IC01734,LOT14,SRAM,124.17,10.236,10.513,10.827,11.218,4.726,4.97,5.206,5.478,9.069,9.101,9.155,9.303,50.0,50.0,30.0
IC01451,LOT11,MICROCONTROLLER,126.58,8.873,9.082,9.245,9.696,4.933,5.047,5.295,5.493,8.833,8.926,9.053,9.236,50.0,50.0,30.0
IC01269,LOT09,SRAM,130.27,11.051,11.346,11.739,11.86,5.359,5.559,5.791,6.145,10.356,10.368,10.507,10.538,50.0,50.0,30.0
IC00229,LOT09,MIXED_SIGNAL_IC,125.02,11.125,11.346,11.548,11.875,5.067,5.166,5.249,5.512,10.026,10.042,9.992,10.12,50.0,50.0,30.0
IC01282,LOT02,CMOS_LOGIC,123.83,11.102,11.51,11.769,12.237,5.214,5.398,5.616,5.885,10.631,10.807,10.846,10.892,50.0,50.0,30.0
IC01632,LOT12,CMOS_LOGIC,126.26,11.074,11.546,11.756,69.239,5.322,5.605,6.028,56.263,10.785,10.872,11.09,48.886,50.0,50.0,30.0
IC01567,LOT07,CMOS_LOGIC,124.76,8.976,9.212,9.545,9.728,4.052,4.213,4.386,4.602,9.169,9.189,9.281,9.373,50.0,50.0,30.0
IC01545,LOT05,MICROCONTROLLER,124.19,9.667,9.989,10.665,54.351,4.763,4.916,5.213,51.603,9.429,9.52,9.795,39.421,50.0,50.0,30.0
IC01258,LOT18,CMOS_LOGIC,126.56,10.622,10.936,11.307,11.74,4.846,4.994,5.214,5.491,10.177,10.136,10.152,10.222,50.0,50.0,30.0
IC01098,LOT18,SRAM,121.39,10.286,10.623,10.777,11.282,5.062,5.292,5.438,5.74,10.146,10.254,10.351,10.441,50.0,50.0,30.0
IC01578,LOT18,CMOS_LOGIC,123.62,10.712,11.075,11.233,11.515,4.775,4.829,5.062,5.191,9.774,9.787,9.916,10.075,50.0,50.0,30.0
IC00861,LOT01,CMOS_LOGIC,124.76,9.865,12.535,18.879,29.592,4.597,5.885,10.766,17.161,9.503,10.205,12.735,14.809,50.0,50.0,30.0
IC01666,LOT06,MICROCONTROLLER,123.24,9.249,9.798,10.003,10.316,5.152,5.334,5.533,5.723,9.748,9.762,9.851,9.897,50.0,50.0,30.0
IC01281,LOT01,MICROCONTROLLER,125.8,9.912,9.917,10.079,10.261,4.975,5.013,5.164,5.563,9.779,9.875,9.922,9.993,50.0,50.0,30.0
IC01864,LOT04,SRAM,123.06,9.67,10.196,10.47,10.757,5.294,5.413,5.491,5.715,10.254,10.293,10.384,10.413,50.0,50.0,30.0
IC00948,LOT08,MIXED_SIGNAL_IC,127.68,10.744,11.048,11.172,11.491,4.966,5.07,5.424,5.77,10.749,10.802,10.865,10.99,50.0,50.0,30.0
IC00432,LOT12,SRAM,121.07,10.303,10.621,11.107,11.333,5.1,5.188,5.338,5.601,10.393,10.467,10.576,10.717,50.0,50.0,30.0
IC00714,LOT14,MIXED_SIGNAL_IC,125.35,9.187,9.607,9.764,9.962,5.062,5.262,5.526,5.844,9.295,9.293,9.354,9.495,50.0,50.0,30.0
IC01657,LOT17,SRAM,123.7,8.997,9.425,9.598,9.961,4.561,4.657,4.777,5.043,9.781,9.798,9.895,9.914,50.0,50.0,30.0
IC00440,LOT20,CMOS_LOGIC,127.0,9.531,9.913,10.234,10.508,4.86,5.014,5.188,5.32,9.738,9.798,9.954,10.01,50.0,50.0,30.0
IC00851,LOT11,SRAM,119.12,8.437,8.622,8.808,8.997,4.474,4.611,4.672,4.857,9.257,9.332,9.363,9.513,50.0,50.0,30.0
IC01523,LOT03,MICROCONTROLLER,125.8,9.604,9.918,10.26,10.582,5.101,5.185,5.438,5.763,10.193,10.208,10.326,10.433,50.0,50.0,30.0
IC01439,LOT19,CMOS_LOGIC,127.21,9.759,10.101,10.538,10.945,4.588,4.607,4.784,4.934,10.556,10.665,10.777,10.885,50.0,50.0,30.0
IC01943,LOT03,MICROCONTROLLER,122.4,10.285,10.56,10.98,11.342,4.875,4.962,5.08,5.357,10.508,10.544,10.67,10.787,50.0,50.0,30.0
IC01592,LOT12,CMOS_LOGIC,122.08,10.494,10.808,11.095,11.504,5.074,5.124,5.391,5.568,10.62,10.686,10.835,10.895,50.0,50.0,30.0
IC00728,LOT08,MIXED_SIGNAL_IC,127.83,10.303,10.7,11.133,50.779,5.282,5.527,5.972,70.328,11.109,11.303,11.527,43.291,50.0,50.0,30.0
IC01957,LOT17,SRAM,124.39,9.245,9.536,9.622,9.864,4.662,4.79,4.976,5.164,9.547,9.696,9.762,9.832,50.0,50.0,30.0
IC00327,LOT07,MIXED_SIGNAL_IC,125.72,9.249,13.075,18.784,26.819,4.704,6.912,10.181,17.25,9.352,10.327,11.953,14.163,50.0,50.0,30.0
IC00753,LOT13,MICROCONTROLLER,128.69,10.241,10.402,10.739,11.028,5.176,5.349,5.492,5.799,11.22,11.244,11.267,11.391,50.0,50.0,30.0
IC00554,LOT14,SRAM,128.93,9.015,9.212,9.47,9.856,5.166,5.302,5.512,5.763,10.224,10.215,10.281,10.382,50.0,50.0,30.0
IC01007,LOT07,CMOS_LOGIC,123.06,9.896,10.248,10.434,10.823,4.52,4.71,4.877,5.05,9.209,9.262,9.346,9.415,50.0,50.0,30.0
IC00885,LOT05,CMOS_LOGIC,127.43,9.612,10.053,10.178,10.517,4.457,4.592,4.875,5.118,9.884,9.932,10.085,10.12,50.0,50.0,30.0
IC00604,LOT04,SRAM,123.11,9.819,10.13,10.314,10.553,5.115,5.282,5.548,5.75,10.058,10.074,10.178,10.276,50.0,50.0,30.0
IC01887,LOT07,MIXED_SIGNAL_IC,125.01,9.012,9.423,9.631,10.066,4.56,4.722,4.895,5.068,8.938,8.941,9.028,9.146,50.0,50.0,30.0
